央视频道,#genre#
CCTV5+,http://www.zzlag.top:9087/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5+,http://kms.erfiy.com:8884/udp/225.0.4.73:7980
CCTV5+,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5+,http://27.10.5.254:8003/udp/225.0.4.73:7980
CCTV5+,http://113.206.187.227:55555/udp/225.0.4.73:7980
CCTV5+,http://iku.sunnyli.link:4144/udp/239.252.219.72:5140
CCTV5+,http://124.230.56.20:55555/udp/239.76.246.168:1234
CCTV5+,http://1.24.190.98:10080/hls/16/index.m3u8
CCTV5+,http://home.huaz.site:4000/udp/239.21.1.142:5002
CCTV5+,http://120.7.86.46:808/hls/16/index.m3u8
CCTV6,http://110.7.128.180:8096/tsfile/live/0006_1.m3u8
CCTV6,http://27.10.5.254:8003/udp/225.0.4.144:7980
CCTV6,http://27.10.72.127:8002/udp/225.0.4.144:7980
CCTV6,http://171.213.39.71:6066/udp/239.93.1.13:2226
CCTV6,http://61.157.92.168:4022/udp/239.93.1.13:2226
CCTV6,http://220.164.192.48:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://124.230.56.20:55555/udp/239.76.246.156:1234
CCTV6,http://106.59.3.3:55555/udp/239.200.200.21:9020
CCTV6,http://dms.yryyj.site:8188/udp/239.76.246.156:1234
CCTV6,http://113.206.114.34:8005/udp/225.0.4.144:7980
CCTV7,http://mdxgh.tpddns.cn:88/mdxgh/cctv7
CCTV7,http://nnth.7766.org:85//tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://36.40.237.205:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://59.62.8.250:9901/tsfile/live/0007_1.m3u8
CCTV7,http://27.10.5.254:8003/udp/225.0.4.127:7980
CCTV7,http://113.206.114.34:8005/udp/225.0.4.127:7980
CCTV7,http://27.10.10.8:8005/udp/225.0.4.127:7980
CCTV7,http://123.154.30.68:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://171.213.39.71:6066/udp/239.93.1.67:5140
CCTV7,http://106.59.3.3:55555/udp/239.200.200.105:8104
CCTV8,http://183.144.195.144:6868/udp/233.50.201.199:5140
CCTV8,http://dms.yryyj.site:8188/udp/239.76.246.158:1234
CCTV8,http://123.138.216.44:9902/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://27.10.5.254:8003/udp/225.0.4.137:7980
CCTV8,http://113.206.187.227:55555/udp/225.0.4.137:7980
CCTV8,http://27.10.72.127:8003/udp/225.0.4.137:7980
CCTV8,http://iku.sunnyli.link:4144/udp/239.252.219.253:5140
CCTV8,http://27.10.72.127:8001/udp/225.0.4.137:7980
CCTV8,http://220.164.192.48:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://61.157.92.168:4022/udp/239.93.42.39:5140
CCTV9,http://home.huaz.site:4000/udp/239.21.1.153:5002
CCTV9,http://dms.yryyj.site:8188/udp/239.76.246.159:1234
CCTV9,http://27.10.5.254:8003/udp/225.0.4.131:7980
CCTV9,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://220.164.192.48:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://61.157.92.168:4022/udp/239.93.1.24:5140
CCTV9,http://27.10.72.127:8003/udp/225.0.4.131:7980
CCTV9,http://1.203.77.170:7788/udp/225.1.8.109:8032
CCTV9,http://113.206.114.34:8005/udp/225.0.4.131:7980
CCTV9,http://36.40.237.205:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://mdxgh.tpddns.cn:88/mdxgh/cctv10
CCTV10,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV10,http://dms.yryyj.site:8188/udp/239.76.246.160:1234
CCTV10,http://27.10.5.254:8003/udp/225.0.4.130:7980
CCTV10,http://113.206.114.34:8005/udp/225.0.4.130:7980
CCTV10,http://27.10.10.8:8005/udp/225.0.4.130:7980
CCTV10,http://123.154.30.68:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://61.157.92.168:4022/udp/239.93.1.28:5140
CCTV10,http://1.203.77.170:7788/udp/225.1.8.110:8228
CCTV10,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://171.110.148.65:4400/udp/239.81.0.23:4056
CCTV11,http://171.110.148.65:4400/udp/239.81.0.229:4056
CCTV11,http://dms.yryyj.site:8188/udp/239.76.245.251:1234
CCTV11,http://123.154.30.68:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://59.62.8.250:9901/tsfile/live/0011_1.m3u8
CCTV11,http://171.213.39.71:6066/udp/239.93.0.102:5140
CCTV11,http://220.164.192.48:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://61.157.92.168:4022/udp/239.93.0.102:5140
CCTV11,http://1.203.77.170:7788/udp/225.1.8.111:8040
CCTV11,http://221.213.92.55:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://mdxgh.tpddns.cn:88/mdxgh/cctv12
CCTV12,http://nnth.7766.org:85//tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.110.148.65:4400/udp/239.81.0.119:4056
CCTV12,http://171.110.148.65:4400/udp/239.81.0.24:4056
CCTV12,http://dms.yryyj.site:8188/udp/239.76.246.162:1234
CCTV12,http://223.159.9.212:8099/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://27.10.5.254:8003/udp/225.0.4.129:7980
CCTV12,http://27.10.72.127:8003/udp/225.0.4.129:7980
CCTV12,http://220.164.192.48:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://iku.sunnyli.link:4144/udp/239.252.220.187:5140
CCTV13,http://mdxgh.tpddns.cn:88/mdxgh/cctv13
CCTV13,http://171.110.148.65:4400/udp/239.81.0.206:4056
CCTV13,http://171.110.148.65:4400/udp/239.81.0.26:4056
CCTV13,http://dms.yryyj.site:8188/udp/239.76.246.93:1234
CCTV13,http://27.10.5.254:8003/udp/225.0.4.219:7980
CCTV13,http://iku.sunnyli.link:4144/udp/239.252.219.139:5140
CCTV13,http://113.206.114.34:8005/udp/225.0.4.219:7980
CCTV13,http://27.10.10.8:8005/udp/225.0.4.219:7980
CCTV13,http://61.157.92.168:4022/udp/239.93.0.66:5140
CCTV13,http://113.57.103.216:9000/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://mdxgh.tpddns.cn:88/mdxgh/cctv14
CCTV14,http://171.110.148.65:4400/udp/239.81.0.25:4056
CCTV14,http://171.110.148.65:4400/udp/239.81.0.120:4056
CCTV14,http://home.huaz.site:4000/udp/239.21.1.157:5002
CCTV14,http://dms.yryyj.site:8188/udp/239.76.246.164:1234
CCTV14,http://27.10.72.127:8002/udp/225.0.4.128:7980
CCTV14,http://220.164.192.48:50085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://1.203.77.170:7788/udp/225.1.8.114:8236
CCTV14,http://27.10.72.127:8003/udp/225.0.4.128:7980
CCTV14,http://113.206.114.34:8005/udp/225.0.4.128:7980
CCTV15,http://123.154.30.68:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://dms.yryyj.site:8188/udp/239.76.245.252:1234
CCTV15,http://27.10.5.254:8003/udp/225.0.4.220:7980
CCTV15,http://113.206.187.227:55555/udp/225.0.4.220:7980
CCTV15,http://61.157.92.168:4022/udp/239.93.0.103:5140
CCTV15,http://1.70.34.204:8085/udp/239.1.1.22:8022
CCTV15,http://171.213.39.71:6066/udp/239.93.0.103:5140
CCTV15,http://171.110.148.65:4400/udp/239.81.0.230:4056
CCTV15,http://1.203.77.170:7788/udp/225.1.8.115:8052
CCTV15,http://113.206.114.34:8005/udp/225.0.4.220:7980
CCTV16,http://mdxgh.tpddns.cn:88/mdxgh/cctv16
CCTV16,http://dms.yryyj.site:8188/udp/239.76.246.98:1234
CCTV16,http://106.59.3.3:55555/udp/239.200.200.193:8776
CCTV16,http://124.230.56.20:55555/udp/239.76.246.98:1234
CCTV16,http://home.huaz.site:4000/udp/239.21.2.51:5002
CCTV16,http://14.121.146.11:30001/udp/239.77.0.165:5146
CCTV16,http://14.121.146.11:554/udp/239.77.0.165:5146
CCTV16,http://183.144.195.144:6868/udp/233.50.201.192:5140
CCTV16,http://14.121.146.11:554/udp/239.77.1.76:5146
CCTV16,http://14.121.146.11:30001/udp/239.77.1.76:5146
CCTV17,http://mdxgh.tpddns.cn:88/mdxgh/cctv17
CCTV17,http://dms.yryyj.site:8188/udp/239.76.245.238:1234
CCTV17,http://113.206.114.34:8005/udp/225.0.4.179:7980
CCTV17,http://27.10.10.8:8005/udp/225.0.4.179:7980
CCTV17,http://171.213.39.71:6066/udp/239.93.0.92:5140
CCTV17,http://223.151.51.74:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://61.157.92.168:4022/udp/239.93.0.92:5140
CCTV17,http://1.203.77.170:7788/udp/225.1.8.117:8064
CCTV17,http://27.10.72.127:8003/udp/225.0.4.179:7980
CCTV17,http://171.110.148.65:4400/udp/239.81.0.227:4056
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
CHC动作电影,http://124.230.56.20:55555/udp/239.76.245.243:1234
CHC家庭影院,http://124.230.56.20:55555/udp/239.76.245.241:1234
世界地理,http://124.230.56.20:55555/udp/239.76.254.57:9000
央视台球,http://124.230.56.20:55555/udp/239.76.254.58:9000
风云足球,http://124.230.56.20:55555/udp/239.76.254.52:9000
兵器科技,http://124.230.56.20:55555/udp/239.76.254.59:9000
第一剧场,http://124.230.56.20:55555/udp/239.76.254.49:9000
卫视频道,#genre#
安徽卫视,http://nnth.7766.org:85//tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://dms.yryyj.site:8188/udp/239.76.245.196:1234
安徽卫视,http://27.10.5.254:8003/udp/225.0.4.133:7980
安徽卫视,http://27.10.10.8:8005/udp/225.0.4.133:7980
安徽卫视,http://113.206.114.34:8005/udp/225.0.4.133:7980
安徽卫视,http://27.11.56.188:8005/udp/225.0.4.133:7980
安徽卫视,http://nas.hssvm.com:8888/udp/225.1.1.127:5002
安徽卫视,http://61.157.92.168:4022/udp/239.93.1.106:5140
安徽卫视,http://220.164.192.48:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://124.230.56.20:55555/udp/239.76.245.196:1234
北京卫视,http://mdxgh.tpddns.cn:88/mdxgh/beijing
北京卫视,http://58.41.27.144:18888/udp/239.45.3.229:5140
北京卫视,https://live.sjsrm.com/bjsjs/sd/live.m3u8
北京卫视,http://live.sjsrm.com/bjsjs/sd/live.m3u8
北京卫视,http://36.40.237.205:9999/tsfile/live/0142_2.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://kms.erfiy.com:8884/udp/225.0.4.78:7980
北京卫视,http://home.huaz.site:4000/udp/239.21.1.88:5002
北京卫视,http://123.154.30.68:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://nas.hssvm.com:8888/udp/225.1.1.113:5002
北京卫视,http://113.206.114.34:8005/udp/225.0.4.78:7980
兵团卫视,http://58.41.27.144:18888/udp/239.45.1.117:5140
兵团卫视,http://1.70.34.204:8085/udp/239.1.1.58:8058
兵团卫视,http://wouu.net:9977/udp/239.93.42.43:5140
兵团卫视,http://1.203.77.170:7788/udp/225.1.8.167:4120
兵团卫视,http://nas.hssvm.com:8888/udp/225.1.1.57:5002
兵团卫视,http://171.110.148.65:4400/udp/239.81.0.213:4056
兵团卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.80:5146
兵团卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.77:5146
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
兵团卫视,http://112.101.78.50:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://mdxgh.tpddns.cn:88/mdxgh/dongfang
东方卫视,http://223.159.9.212:8099/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://dms.yryyj.site:8188/udp/239.76.246.186:1234
东方卫视,http://27.10.72.127:8002/udp/225.0.4.80:7980
东方卫视,http://61.136.67.238:50085/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://61.157.92.168:4022/udp/239.93.0.123:5140
东方卫视,http://kms.erfiy.com:8884/udp/225.0.4.80:7980
东方卫视,http://171.213.39.71:6066/udp/239.93.0.123:5140
东方卫视,http://1.203.77.170:7788/udp/225.1.8.147:8192
东方卫视,http://1.203.77.170:7788/udp/225.1.8.45:8032
东南卫视,http://58.41.27.144:18888/udp/239.45.1.121:5140
东南卫视,http://dms.yryyj.site:8188/udp/239.76.245.190:1234
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://61.157.92.168:4022/udp/239.93.0.42:5140
东南卫视,http://171.213.39.71:6066/udp/239.93.0.42:5140
东南卫视,http://124.230.56.20:55555/udp/239.76.245.190:1234
东南卫视,http://1.203.77.170:7788/udp/225.1.8.149:8112
东南卫视,http://1.203.77.170:7788/udp/225.1.8.79:8148
东南卫视,http://171.110.148.65:4400/udp/239.81.0.215:4056
东南卫视,http://kms.erfiy.com:8884/udp/225.0.4.200:7980
甘肃卫视,http://mdxgh.tpddns.cn:88/mdxgh/gansu
甘肃卫视,http://171.110.148.65:4400/udp/239.81.0.207:4056
甘肃卫视,http://dms.yryyj.site:8188/udp/239.76.246.94:1234
甘肃卫视,http://123.154.30.68:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://61.157.92.168:4022/udp/239.93.0.81:5140
甘肃卫视,http://171.213.39.71:6066/udp/239.93.0.81:5140
甘肃卫视,http://106.59.3.3:55555/udp/239.200.200.186:8356
甘肃卫视,http://1.70.34.204:8085/udp/239.1.1.51:8051
甘肃卫视,http://220.164.192.48:50085/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://1.203.77.170:7788/udp/225.1.8.162:8188
广东卫视,http://171.110.148.65:4400/udp/239.81.0.36:4056
广东卫视,http://171.110.148.65:4400/udp/239.81.0.104:4056
广东卫视,http://mdxgh.tpddns.cn:88/mdxgh/guangdong
广东卫视,http://nnth.7766.org:85//tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://home.huaz.site:4000/udp/239.21.1.92:5002
广东卫视,http://cfss.cc/api/ysp/gdws.m3u8
广东卫视,http://kms.erfiy.com:8884/udp/225.0.4.84:7980
广东卫视,http://nas.hssvm.com:8888/udp/225.1.1.116:5002
广东卫视,http://113.206.114.34:8005/udp/225.0.4.84:7980
广东卫视,http://27.10.10.8:8005/udp/225.0.4.84:7980
广西卫视,http://171.110.148.65:4400/udp/239.81.0.107:4056
广西卫视,http://171.110.148.65:4400/udp/239.81.0.2:4056
广西卫视,http://mdxgh.tpddns.cn:88/mdxgh/guangxi
广西卫视,http://www.dsmcloud.top:8888/udp/239.81.0.107:4056$玉林电信
广西卫视,http://59.62.8.250:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://iku.sunnyli.link:4144/udp/239.252.219.183:5140
广西卫视,http://58.23.26.184:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.70.34.204:8085/udp/239.1.1.40:8040
广西卫视,http://123.154.30.68:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://124.230.56.20:55555/udp/239.76.254.54:9000
贵州卫视,http://mdxgh.tpddns.cn:88/mdxgh/guizhou
贵州卫视,http://14.121.146.11:30001/udp/239.77.0.230:5146
贵州卫视,http://171.110.148.65:4400/udp/239.81.0.56:4056
贵州卫视,http://dms.yryyj.site:8188/udp/239.76.245.198:1234
贵州卫视,http://110.7.129.244:8096/tsfile/live/0120_1.m3u8
贵州卫视,http://kms.erfiy.com:8884/udp/225.0.4.175:7980
贵州卫视,http://27.10.72.127:8002/udp/225.0.4.175:7980
贵州卫视,http://113.206.187.227:55555/udp/225.0.4.175:7980
贵州卫视,http://220.164.192.48:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://nas.hssvm.com:8888/udp/225.1.2.28:5002
海南卫视,http://mdxgh.tpddns.cn:88/mdxgh/hainan
海南卫视,http://220.164.192.48:50085/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://1.70.34.204:8085/udp/239.1.1.55:8055
海南卫视,http://wouu.net:9977/udp/239.93.0.80:5140
海南卫视,http://iku.sunnyli.link:4144/udp/239.252.219.178:5140
海南卫视,http://dms.yryyj.site:8188/udp/239.76.246.203:1234
海南卫视,http://124.230.56.20:55555/udp/239.76.246.203:1234
海南卫视,http://221.213.92.55:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://1.203.77.170:7788/udp/225.1.8.158:8304
海南卫视,http://nas.hssvm.com:8888/udp/225.1.2.82:5002
海峡卫视,http://r.jdshipin.com/WtYt3
海峡卫视,http://117.27.190.42:9998/tsfile/live/23283_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://mdxgh.tpddns.cn:88/mdxgh/hebei
河北卫视,http://nnth.7766.org:85//tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://home.huaz.site:4000/udp/239.21.1.168:5002
河北卫视,http://dms.yryyj.site:8188/udp/239.76.245.199:1234
河北卫视,http://kms.erfiy.com:8884/udp/225.0.4.174:7980
河北卫视,http://27.10.5.254:8003/udp/225.0.4.174:7980
河北卫视,http://113.206.114.34:8005/udp/225.0.4.174:7980
河北卫视,http://27.10.10.8:8005/udp/225.0.4.174:7980
河北卫视,http://iku.sunnyli.link:4144/udp/239.252.220.154:5140
河北卫视,http://27.10.72.127:8003/udp/225.0.4.174:7980
河南卫视,http://mdxgh.tpddns.cn:88/mdxgh/henan
河南卫视,http://fangke.blueswords.com:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://61.157.92.168:4022/udp/239.93.42.45:5140
河南卫视,http://113.57.103.216:9000/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://dms.yryyj.site:8188/udp/239.76.246.202:1234
河南卫视,http://1.203.77.170:7788/udp/225.1.8.140:8128
河南卫视,http://171.110.148.65:4400/udp/239.81.0.44:4056
河南卫视,http://220.164.192.48:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://nas.hssvm.com:8888/udp/225.1.2.61:5002
河南卫视,http://home.huaz.site:4000/udp/239.21.2.37:5002
湖北卫视,http://mdxgh.tpddns.cn:88/mdxgh/hubei
湖北卫视,http://dms.yryyj.site:8188/udp/239.76.246.193:1234
湖北卫视,http://61.157.92.168:4022/udp/239.93.0.250:5140
湖北卫视,http://171.213.39.71:6066/udp/239.93.0.250:5140
湖北卫视,http://1.203.77.170:7788/udp/225.1.8.146:8136
湖北卫视,http://171.110.148.65:4400/udp/239.81.0.41:4056
湖北卫视,http://1.203.77.170:7788/udp/225.1.8.47:8044
湖北卫视,http://171.110.148.65:4400/udp/239.81.0.112:4056
湖北卫视,http://home.huaz.site:4000/udp/239.21.1.163:5002
湖北卫视,http://nas.hssvm.com:8888/udp/225.1.1.147:5002
湖南卫视,http://mdxgh.tpddns.cn:88/mdxgh/hunan
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.110.148.65:4400/udp/239.81.0.40:4056
湖南卫视,http://kms.erfiy.com:8884/udp/225.0.4.75:7980
湖南卫视,http://home.huaz.site:4000/udp/239.21.1.158:5002
湖南卫视,http://fangke.blueswords.com:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://dms.yryyj.site:8188/udp/239.76.246.101:1234
湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://219.147.200.9:18080/newlive/live/hls/30/live.m3u8
湖南卫视,http://nas.hssvm.com:8888/udp/225.1.1.114:5002
吉林卫视,http://mdxgh.tpddns.cn:88/mdxgh/jilin
吉林卫视,http://124.128.73.58:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://dms.yryyj.site:8188/udp/239.76.246.201:1234
吉林卫视,http://123.154.30.68:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://61.157.92.168:4022/udp/239.93.0.248:5140
吉林卫视,http://220.164.192.48:50085/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://1.203.77.170:7788/udp/225.1.8.153:8200
吉林卫视,http://106.59.3.3:55555/udp/239.200.201.127:8792
吉林卫视,http://171.213.39.71:6066/udp/239.93.0.248:5140
吉林卫视,http://221.213.92.55:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://mdxgh.tpddns.cn:88/mdxgh/jiangsu
江苏卫视,http://123.154.30.68:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://dms.yryyj.site:8188/udp/239.76.246.181:1234
江苏卫视,http://kms.erfiy.com:8884/udp/225.0.4.79:7980
江苏卫视,http://27.10.72.127:8002/udp/225.0.4.79:7980
江苏卫视,http://61.157.92.168:4022/udp/239.93.0.89:5140
江苏卫视,http://1.203.77.170:7788/udp/225.1.8.134:8276
江苏卫视,http://113.206.114.34:8005/udp/225.0.4.79:7980
江苏卫视,http://171.110.148.65:4400/udp/239.81.0.34:4056
江苏卫视,http://220.164.192.48:50085/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://mdxgh.tpddns.cn:88/mdxgh/jiangxi
江西卫视,http://nnth.7766.org:85//tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://kms.erfiy.com:8884/udp/225.0.4.203:7980
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_2.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://dms.yryyj.site:8188/udp/239.76.245.225:1234
江西卫视,http://nas.hssvm.com:8888/udp/225.1.2.29:5002
江西卫视,http://171.213.39.71:6066/udp/239.93.0.134:5140
江西卫视,http://61.157.92.168:4022/udp/239.93.0.134:5140
江西卫视,http://1.203.77.170:7788/udp/225.1.8.171:8166
江西卫视,http://1.203.77.170:7788/udp/225.1.1.9:8164
康巴卫视,http://58.41.27.144:18888/udp/239.45.1.251:5140
辽宁卫视,http://58.41.27.144:18888/udp/239.45.1.123:5140
辽宁卫视,http://110.7.129.244:8096/tsfile/live/0121_1.m3u8
辽宁卫视,http://dms.yryyj.site:8188/udp/239.76.245.197:1234
辽宁卫视,http://221.213.92.55:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://27.10.72.127:8002/udp/225.0.4.98:7980
辽宁卫视,http://nas.hssvm.com:8888/udp/225.1.1.154:5002
辽宁卫视,http://61.157.92.168:4022/udp/239.93.1.108:5140
辽宁卫视,http://1.203.77.170:7788/udp/225.1.8.137:8116
辽宁卫视,http://1.203.77.170:7788/udp/225.1.8.51:8056
