01央视频道,#genre#
CCTV5+高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226225/1.m3u8
CCTV5+高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000204503.m3u8
CCTV5+高清,http://112.50.243.8/PLTV/88888888/224/3221225939/1.m3u8
CCTV5高清,http://101.71.255.229:6610/zjhs/2/10076/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV5高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000205103.m3u8
CCTV5高清,http://112.50.243.8/PLTV/88888888/224/3221225925/1.m3u8
CCTV6高清,http://101.71.255.229:6610/zjhs/2/10066/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV6高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000203303.m3u8
CCTV6高清,http://112.50.243.8/PLTV/88888888/224/3221225926/1.m3u8
CCTV7高清,http://101.71.255.229:6610/zjhs/2/10067/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV7高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8
CCTV7高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000510003.m3u8
CCTV7高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8
CCTV7高清,http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
CCTV8高清,http://101.71.255.229:6610/zjhs/2/10062/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV8高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000203903.m3u8
CCTV8高清,http://112.50.243.8/PLTV/88888888/224/3221225928/1.m3u8
CCTV9高清,http://101.71.255.229:6610/zjhs/2/10064/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV9高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8
CCTV9高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000499403.m3u8
CCTV9高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8
CCTV9高清,http://112.50.243.8/PLTV/88888888/224/3221225929/1.m3u8
CCTV10高清,http://101.71.255.229:6610/zjhs/2/10072/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV10高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8
CCTV10高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000203503.m3u8
CCTV10高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8
CCTV10高清,http://112.50.243.8/PLTV/88888888/224/3221225931/1.m3u8
CCTV11高清,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV11高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8
CCTV11高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000204103.m3u8
CCTV11高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8
CCTV11高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8
CCTV11高清,http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8
CCTV12高清,http://101.71.255.229:6610/zjhs/2/10071/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV12高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8
CCTV12高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000202603.m3u8
CCTV12高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8
CCTV12高清,http://112.50.243.8/PLTV/88888888/224/3221225932/1.m3u8
CCTV13高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000204603.m3u8
CCTV13高清,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8
CCTV13高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV14高清,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV14高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
CCTV14高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000204403.m3u8
CCTV14高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
CCTV14高清,http://112.50.243.8/PLTV/88888888/224/3221225933/1.m3u8
CCTV15高清,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV15高清,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CCTV15高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000205003.m3u8
CCTV15高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CCTV15高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226317/1.m3u8
CCTV15高清,http://112.50.243.8/PLTV/88888888/224/3221225818/1.m3u8
CCTV17高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV17高清,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000204203.m3u8
CCTV17高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV17高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv17hd
CCTV4k,http://221.230.141.252/live-cnc-cdn.ysp.CCTV.cn/ysp/2000266301.m3u8 
CGTN,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225866/1.m3u8
CGTN,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225867/1.m3u8
CCTV1高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000210103.m3u8
CCTV2高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8
CCTV3高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203803.m3u8
CCTV4高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8
CCTV5高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000205103.m3u8
CCTV5+高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204503.m3u8
CCTV6高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8
CCTV7高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000510003.m3u8
CCTV8高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8
CCTV9高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000499403.m3u8
CCTV10高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8
CCTV11高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8
CCTV12高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8
CCTV13高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV14高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204403.m3u8
CCTV15高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000205003.m3u8
CCTV17高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204203.m3u8

CCTV2高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225934/1.m3u8
CCTV4高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226156/1.m3u8
CCTV5+高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225938/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226256/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226257/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226258/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226259/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226260/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226261/1.m3u8
CCTV5高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226340/1.m3u8
CCTV7高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225863/1.m3u8
CCTV9高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225865/1.m3u8
CCTV10高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225868/1.m3u8
CCTV11高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225869/1.m3u8
CCTV12高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225870/1.m3u8
CCTV14高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225872/1.m3u8
CCTV14高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225928/1.m3u8
CCTV15高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8


02卫视频道,#genre#
安徽卫视高清,http://101.71.255.229:6610/zjhs/2/10002/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽卫视高清,http://101.71.255.229:6610/zjhs/2/10003/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000298001.m3u8
安徽卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
安徽卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
安徽卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225873/1.m3u8
安徽卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225945/1.m3u8
安徽卫视高清,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
北京卫视高清,http://101.71.255.229:6610/zjhs/2/10005/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000272101.m3u8
北京卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
北京卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
北京卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226160/1.m3u8
北京卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225937/1.m3u8
东方卫视高清,http://101.71.255.229:6610/zjhs/2/10009/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东方卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000292403.m3u8
东方卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8
东方卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8
东方卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226161/1.m3u8
东方卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225936/1.m3u8
东方卫视高清,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
东南卫视高清,http://101.71.255.229:6610/zjhs/2/10093/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000292501.m3u8
东南卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
东南卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225876/1.m3u8
东南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225833/1.m3u8
东南卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/dnhd
甘肃卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
甘肃卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294603.m3u8
甘肃卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
甘肃卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225845/1.m3u8
广东卫视高清,http://101.71.255.229:6610/zjhs/2/10013/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广东卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000292703.m3u8
广东卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
广东卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225878/1.m3u8
广东卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
广东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225942/1.m3u8
广东卫视高清,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
广西卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225879/1.m3u8
广西卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
广西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225836/1.m3u8
广西卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000294201.m3u8
贵州卫视高清,http://101.71.255.229:6610/zjhs/2/10015/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视高清,http://101.71.255.229:6610/zjhs/2/10094/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000293301.m3u8
贵州卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225880/1.m3u8
贵州卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
贵州卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225880/1.m3u8
贵州卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225838/1.m3u8
海南卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225890/1.m3u8
海南卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
海南卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225890/1.m3u8
海南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225855/1.m3u8
海南卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000291501.m3u8
河北卫视高清,http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河北卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000293401.m3u8
河北卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225881/1.m3u8
河北卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
河北卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225881/1.m3u8
河北卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/hebhd
河南卫视高清,http://101.71.255.229:6610/zjhs/2/10095/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000296101.m3u8
河南卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225882/1.m3u8
河南卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
河南卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225882/1.m3u8
河南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225842/1.m3u8
河南卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/hnhd
湖北卫视高清,http://101.71.255.229:6610/zjhs/2/10022/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000294501.m3u8
湖北卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
湖北卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖北卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
湖北卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
湖北卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225948/1.m3u8
湖北卫视高清,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
湖南卫视高清,http://101.71.255.229:6610/zjhs/2/10024/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖南卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000296203.m3u8
湖南卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8
湖南卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8
湖南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225935/1.m3u8
湖南卫视高清,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8
吉林卫视高清,http://101.71.255.229:6610/zjhs/2/10096/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225886/1.m3u8
吉林卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000284703.m3u8
吉林卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225886/1.m3u8
吉林卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225851/1.m3u8
江苏卫视高清,http://101.71.255.229:6610/zjhs/2/10028/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江苏卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000295603.m3u8
江苏卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
江苏卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
江苏卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225887/1.m3u8
江苏卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225930/1.m3u8
江苏卫视高清,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江西卫视高清,http://101.71.255.229:6610/zjhs/2/10029/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视高清,http://101.71.255.229:6610/zjhs/2/10097/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000294101.m3u8
江西卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
江西卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
江西卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
江西卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225888/1.m3u8
江西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225834/1.m3u8
江西卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/jxhd
康巴卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225856/1.m3u8
辽宁卫视高清,http://101.71.255.229:6610/zjhs/2/10098/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000281301.m3u8
辽宁卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
辽宁卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225889/1.m3u8
辽宁卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226336/1.m3u8
辽宁卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225947/1.m3u8
辽宁卫视高清,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
黑龙江卫视高清,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
黑龙江卫视高清,http://101.71.255.229:6610/zjhs/2/10020/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龙江卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000293903.m3u8
黑龙江卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
黑龙江卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
黑龙江卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
黑龙江卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225883/1.m3u8
黑龙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225940/1.m3u8
内蒙古卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
内蒙古卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
内蒙卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225846/1.m3u8
宁夏卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
宁夏卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000285103.m3u8
宁夏卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
宁夏卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225849/1.m3u8
青海卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
青海卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294703.m3u8
青海卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
青海卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225841/1.m3u8
山东卫视高清,http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山东卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000294801.m3u8
山东卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8
山东卫视高清,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
山东卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225894/1.m3u8
山东卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226244/1.m3u8
山东卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8
山东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225943/1.m3u8
山东卫视高清,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
山东教育高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225908/1.m3u8
山西卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
山西卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
山西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225839/1.m3u8
陕西卫视高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
陕西卫视高清,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
陕西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225850/1.m3u8
深圳卫视高清,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000292201.m3u8
深圳卫视高清,http://111.0.27.27/tlivecloud-cdn.ysp.cctv.cn/001/2000292203.m3u8
